sku,cat,brand,model,model_no,variant,color,color_hex,cost_cny,kg,moq,source_platform,source_url,supplier,cost_verified,blurb_so,image,price_usd,moq_unit,specs,captured,search
GRS-BLD-20019,BLD,Generic,1000L Plastic Water Tank 1000L Tank IBC Tank,zQLpOZTcYNRx,Standard,—,,612.0,57.0,42,mic,https://ibc-tank.en.made-in-china.com/product/zQLpOZTcYNRx/China-1000L-Plastic-Water-Tank-1000L-Tank-IBC-Tank.html,"Shandong Dingsheng Container Co., Ltd.",check,Haan biyo caag ah.,https://image.made-in-china.com/2f0j00HCEcpoMqsTrL/1000L-Plastic-Water-Tank-1000L-Tank-IBC-Tank.webp,68.0-85.0,pieces,,2026-09-20,Plastic Water Tank 1000L
GRS-BLD-20020,BLD,Sinta,1000L 1500L 2500L Residential Sewage Water Treatment Stackable Plastic Septic,ST-C,Standard,—,,720.0,25,100,mic,https://longtimefrp.en.made-in-china.com/product/YZdfpWkjfQVB/China-1000L-1500L-2500L-Residential-Sewage-Water-Treatment-Stackable-Plastic-Septic-Tank.html,"Hebei Sinta Trading Co., Ltd",check,Haan biyo caag ah.,https://image.made-in-china.com/2f0j00LPaMKImWnpqB/1000L-1500L-2500L-Residential-Sewage-Water-Treatment-Stackable-Plastic-Septic-Tank.webp,60.0-100.0,sets,Method: Biological Treatment | Usage: Home | Certificate: ISO QC,2026-09-20,Plastic Water Tank 1000L
GRS-BLD-20021,BLD,FIXTEC,Fixtec Household Electric Drill Cordless Power Drill 20V Lithium Impact,FCK201,Standard,—,,439.2,17.0,4,mic,https://ebictools.en.made-in-china.com/product/LYgRjiCGOfhU/China-Fixtec-Household-Electric-Drill-Cordless-Power-Drill-20V-Lithium-Impact-Driver-with-13PCS-Accessories-Set.html,"EBIC Tools Co., Ltd.",check,Dariil batari ah.,https://image.made-in-china.com/2f0j00whyBrmZniWbu/Fixtec-Household-Electric-Drill-Cordless-Power-Drill-20V-Lithium-Impact-Driver-with-13PCS-Accessories-Set.webp,61.0-61.0,pieces,Drill Brand: Fixtec | Applications: Building and Industrial | Impact Drill Structure: Ball-type | Impact Drill Head: Adjustable Drill | Drill shape: Round | Condition: New,2026-09-20,Cordless Drill
GRS-BLD-20022,BLD,FIXTEC,Fixtec 7 in 1 Tools Set Cordless Power Tools Combo Kit 20V Lithium Battery,FCK031,Standard,—,,741.6,21.0,2,mic,https://ebictools.en.made-in-china.com/product/XUOYQznxmfWG/China-Fixtec-7-in-1-Tools-Set-Cordless-Power-Tools-Combo-Kit-20V-Lithium-Battery-Brushless-Impact-Drill-Angle-Grinder-Rotary-Hammer-Magnetic-Pick-up-Tool.html,"EBIC Tools Co., Ltd.",check,Dariil batari ah.,https://image.made-in-china.com/2f0j00TbIClghWvLqa/Fixtec-7-in-1-Tools-Set-Cordless-Power-Tools-Combo-Kit-20V-Lithium-Battery-Brushless-Impact-Drill-Angle-Grinder-Rotary-Hammer-Magnetic-Pick-up-Tool.webp,103.0-103.0,pieces,"Material: Tool Steel | Brand: Fixtec | Certification: EMC, RoHS, CCC, CE, GS | Electrical Protection Mode: * | Package Size: 55.00cm * 31.00cm * 41.00cm | Package Gross Weight: 21.000kg",2026-09-20,Cordless Drill
GRS-BLD-20023,BLD,Generic,Fixtec Brushless Motor 150 N. M Impact Drill 20V Cordless Lithium-Ion,ArEYFejMfSkX,Standard,—,,338.4,2,6,mic,https://ebictools.en.made-in-china.com/product/ArEYFejMfSkX/China-Fixtec-Brushless-Motor-150-N-M-Impact-Drill-20V-Cordless-Lithium-Ion-Construction-13mm-Impact-Drill.html,"EBIC Tools Co., Ltd.",check,Dariil batari ah.,https://image.made-in-china.com/2f0j00zFHBvDWUgPkY/Fixtec-Brushless-Motor-150-N-M-Impact-Drill-20V-Cordless-Lithium-Ion-Construction-13mm-Impact-Drill.webp,39.0-47.0,pieces,,2026-09-20,Cordless Drill
GRS-BLD-20024,BLD,FIXTEC,Fixtec 20V Brushless Rotary Hammer Kit 3j Impact 2X4.0ah Batteries 26mm,FCRH2602M,Standard,—,,518.4,26.0,4,mic,https://ebictools.en.made-in-china.com/product/NphUGkLCJxVA/China-Fixtec-20V-Brushless-Rotary-Hammer-Kit-3j-Impact-2X4-0ah-Batteries-26mm-SDS-Plus-Hammer-Drill.html,"EBIC Tools Co., Ltd.",check,Dariil batari ah.,https://image.made-in-china.com/2f0j00OWPeaDKdLich/Fixtec-20V-Brushless-Rotary-Hammer-Kit-3j-Impact-2X4-0ah-Batteries-26mm-SDS-Plus-Hammer-Drill.webp,72.0-72.0,pieces,Brand: Fixtec | Power Rating: * | Impact Rate: 0-4600bpm | Impact Energy: 3J | Power Supply Type: Charging Power | Diameter of Bore: 26mm,2026-09-20,Cordless Drill
GRS-BLD-20025,BLD,Generic,Fixtec Professional 20V 5 in 1 Cordless Brushless Power Tools Set Power Drill,PYepQkRVvrcW,Standard,—,,979.2,12.0,3,mic,https://ebictools.en.made-in-china.com/product/PYepQkRVvrcW/China-Fixtec-Professional-20V-5-in-1-Cordless-Brushless-Power-Tools-Set-Power-Drill-Angle-Grinder-Wrench-Rotary-Hammer-Flashlight-Combo-Tool-Kit.html,"EBIC Tools Co., Ltd.",check,Dariil batari ah.,https://image.made-in-china.com/2f0j00QtsSPOfUYIbe/Fixtec-Professional-20V-5-in-1-Cordless-Brushless-Power-Tools-Set-Power-Drill-Angle-Grinder-Wrench-Rotary-Hammer-Flashlight-Combo-Tool-Kit.webp,136.0-136.0,pieces,,2026-09-20,Cordless Drill
GRS-BLD-20026,BLD,LEVIN,Levin TIG MIG 4-in-1 200 AMP Welder Inverter Welding Machine with LCD,XTRAMIG-200 V3.0,Standard,—,,1123.2,10,50,mic,https://tzlemin.en.made-in-china.com/product/GBAQqfHCHFYc/China-Levin-TIG-MIG-4-in-1-200-AMP-Welder-Inverter-Welding-Machine-with-LCD.html,"TAIZHOU LEMIN WELDING EQUIPMENT CO., LTD.",check,Mashiinka alxanka.,https://image.made-in-china.com/2f0j00dZvMICSniboz/Levin-TIG-MIG-4-in-1-200-AMP-Welder-Inverter-Welding-Machine-with-LCD.webp,140.0-156.0,pieces,Frequency Range: 50/60Hz | Electric Current: DC | Work Form: One-Body | Type: 4 in 1 | Aluminium Welding: Available | Stainless Steel Welding: Available,2026-09-20,Inverter Welding Machine
GRS-BLD-20027,BLD,Generic,Dual Voltage 140A MMA Arc Welder DC IGBT Inverter Welding Machine,MMA-140s-M3,Standard,—,,295.2,10,50,mic,https://panergy.en.made-in-china.com/product/VFhfZuEPrNke/China-Dual-Voltage-140A-MMA-Arc-Welder-DC-IGBT-Inverter-Welding-Machine.html,"Taizhou Boyu Trading Co., Ltd.",check,Mashiinka alxanka.,https://image.made-in-china.com/2f0j00HJGWLKAyQZki/Dual-Voltage-140A-MMA-Arc-Welder-DC-IGBT-Inverter-Welding-Machine.webp,41.0-41.0,pieces,Electric Current: DC | Type: Manual Metal-Arc Welder | Rated Input Voltage: 110/220V | Rated Output Current: 100/140A | IGBT: 1 PCB | Dimensions: 35*21*26cm,2026-09-20,Inverter Welding Machine
GRS-BLD-20028,BLD,LEVIN,High-Performance 220V 160A IGBT Inverter MMA Welding Machine,ECOARC-160A,Standard,—,,453.17,7.0,10,mic,https://tzlemin.en.made-in-china.com/product/CFsGomwdPKYe/China-High-Performance-220V-160A-IGBT-Inverter-MMA-Welding-Machine.html,"TAIZHOU LEMIN WELDING EQUIPMENT CO., LTD.",check,Mashiinka alxanka.,https://image.made-in-china.com/2f0j00lnmvVzQhAuok/High-Performance-220V-160A-IGBT-Inverter-MMA-Welding-Machine.webp,53.5-62.94,pieces,Frequency Range: 50/60Hz | Electric Current: DC | Work Form: 50/60Hz | Type: Manual Metal-Arc Welder | Certificate: CE by TUV Rhenland /RoHS | Rated Input Power (kVA): 5.3kw,2026-09-20,Inverter Welding Machine
GRS-BLD-20029,BLD,LEVIN,Levin Sync-200 Portable Inverter Gasless Sync MIG Welding Machine,SYNC-200,Standard,—,,1033.42,1.0,10,mic,https://tzlemin.en.made-in-china.com/product/pOltzysCAeYE/China-Levin-Sync-200-Portable-Inverter-Gasless-Sync-MIG-Welding-Machine-Multifunctional-Welder-for-Aluminum-Stainless-Steel-Metal-Fabrication.html,"TAIZHOU LEMIN WELDING EQUIPMENT CO., LTD.",check,Mashiinka alxanka.,https://image.made-in-china.com/2f0j00hjAMcmorpsqD/Levin-Sync-200-Portable-Inverter-Gasless-Sync-MIG-Welding-Machine-Multifunctional-Welder-for-Aluminum-Stainless-Steel-Metal-Fabrication.webp,122.0-143.53,pieces,Control: Semi-Automatic | Frequency Range: High Frequency | Electric Current: Inverter | Welding Wire Diameter: 0.6mm/0.8mm/1.0/1.2mm | Duty Cycle: 60% | Efficiency: 85%,2026-09-20,Inverter Welding Machine
GRS-BLD-20030,BLD,Levin,Inverter Welder Sync-160 V4.0 MIG/Mag/TIG/MMA Welding Machine,SYNC-160 V4.0,Standard,—,,864.0,5.0,50,mic,https://tzlemin.en.made-in-china.com/product/ZsimUjIlfgWo/China-Wholesale-Inverter-Welder-Sync-160-V4-0-MIG-Mag-TIG-MMA-Welding-Machine.html,"TAIZHOU LEMIN WELDING EQUIPMENT CO., LTD.",check,Mashiinka alxanka.,https://image.made-in-china.com/2f0j00YZCMpFPqEkog/Wholesale-Inverter-Welder-Sync-160-V4-0-MIG-Mag-TIG-MMA-Welding-Machine.webp,108.0-120.0,pieces,Control: Semi-Automatic | Frequency Range: High Frequency | Electric Current: Inverter | Input Voltage: 230V | Welding Wire Diameter: 0.6mm/0.8mm/1.0mm | Duty Cycle: 25%@160A,2026-09-20,Inverter Welding Machine
GRS-BLD-20031,BLD,Generic,Nylon Dust-Proof Safety Padlock with Hardened Steel Shackle and Key Retaining,BD-G107DP,Standard,—,,16.78,0.4,1,mic,https://boshilock.en.made-in-china.com/product/rdvfkMnYhVWg/China-OEM-Manufacturer-Nylon-Dust-Proof-Safety-Padlock-with-Hardened-Steel-Shackle-and-Key-Retaining-Function.html,"Wenzhou Boshi Safety Products Co., Ltd.",check,Quful.,https://image.made-in-china.com/2f0j00PSWVYjORSNbd/OEM-Manufacturer-Nylon-Dust-Proof-Safety-Padlock-with-Hardened-Steel-Shackle-and-Key-Retaining-Function.webp,1.87-2.33,pieces,"Material: Steel | Usage: Industrial, Building and Oil | Color: All Colors | Cylinder: 6 Pin Brass or 10 Pin Alloy Zinc | Feature: Key Retaining | Advantage: Durable",2026-09-20,Padlock
GRS-BLD-20032,BLD,Generic,Keyed Differ 38mm Short Metal Shackle Safety Padlock,YKlmANeUYPrX,Standard,—,,18.72,0.4,5,mic,https://lockey.en.made-in-china.com/product/YKlmANeUYPrX/China-Keyed-Differ-38mm-Short-Metal-Shackle-Safety-Padlock.html,"LOCKEY SAFETY PRODUCTS CO., LTD.",check,Quful.,https://image.made-in-china.com/2f0j00uTAfDBzdfwbk/Keyed-Differ-38mm-Short-Metal-Shackle-Safety-Padlock.webp,2.5-2.6,pieces,,2026-09-20,Padlock
GRS-BLD-20033,BLD,Generic,38mm Steel Shackle Industrial Loto Safety Padlock with Master Key,UXIQhAsYInfD,Standard,—,,18.0,0.4,50,mic,https://wonkecontact.en.made-in-china.com/product/UXIQhAsYInfD/China-38mm-Steel-Shackle-Industrial-Loto-Safety-Padlock-with-Master-Key.html,"Wonke Electric Co., Ltd.",check,Quful.,https://image.made-in-china.com/2f0j00oSNtEdQyhpUi/38mm-Steel-Shackle-Industrial-Loto-Safety-Padlock-with-Master-Key.webp,2.5-2.5,pieces,,2026-09-20,Padlock
GRS-BLD-20034,BLD,Generic,Boshi Long Nylon Shackle Safety Padlock with Master Keys Bd-G32,MvVQLdPHlCcb,Standard,—,,16.78,0.4,1,mic,https://boshilock.en.made-in-china.com/product/MvVQLdPHlCcb/China-Boshi-Long-Nylon-Shackle-Safety-Padlock-with-Master-Keys-Bd-G32.html,"Wenzhou Boshi Safety Products Co., Ltd.",check,Quful.,https://image.made-in-china.com/2f0j00EkVocWalbnbq/Boshi-Long-Nylon-Shackle-Safety-Padlock-with-Master-Keys-Bd-G32.webp,1.87-2.33,pieces,,2026-09-20,Padlock
GRS-BLD-20035,BLD,Generic,Anti-UV Aluminum Padlock with Key Retaining for Industrial Lockout-Tagout,BD-A31,Standard,—,,25.49,0.4,1,mic,https://boshilock.en.made-in-china.com/product/zODaWBlEhhVU/China-Anti-UV-Aluminum-Padlock-with-Key-Retaining-for-Industrial-Lockout-Tagout.html,"Wenzhou Boshi Safety Products Co., Ltd.",check,Quful.,https://image.made-in-china.com/2f0j00JSyiAEOstKov/Anti-UV-Aluminum-Padlock-with-Key-Retaining-for-Industrial-Lockout-Tagout.webp,2.83-3.54,pieces,,2026-09-20,Padlock
GRS-BLD-20036,BLD,Generic,One-Key Operation Automatic Versatile DIY Airless Paint Sprayer,LtFRvTBoblpH,Standard,—,,1584.0,20.0,50,mic,https://airlesssprayer.en.made-in-china.com/product/LtFRvTBoblpH/China-One-Key-Operation-Factory-Price-Automatic-Versatile-DIY-Airless-Paint-Sprayer.html,"Yongkang Ocean Imp. & Exp. Co., Ltd.",check,Qalabka rinjiga lagu buufiyo.,https://image.made-in-china.com/2f0j00fQPcHYSLuoiT/One-Key-Operation-Factory-Price-Automatic-Versatile-DIY-Airless-Paint-Sprayer.webp,180.0-220.0,pieces,,2026-09-20,Paint Sprayer
GRS-BLD-20037,BLD,PUTTER,Professional PT-3900 Airless Paint Sprayer for Superior Results,PT-3900,Standard,—,,1296.0,21.0,1,mic,https://jsyx-wuxiputter.en.made-in-china.com/product/IfYUCxkPbXhw/China-Professional-PT-3900-Airless-Paint-Sprayer-for-Superior-Results.html,"Wuxi Putian Special Spraying Equipment Co., Ltd.",check,Qalabka rinjiga lagu buufiyo.,https://image.made-in-china.com/2f0j00oIUvVtyfbNqi/Professional-PT-3900-Airless-Paint-Sprayer-for-Superior-Results.webp,165.0-180.0,piece,Pressure Control: Adjustable Pressure | Warranty: 1 Year | Power: 1100W | Voltage: 220-240V 50Hz | Max.Pressure: 200bar(2900psi) | Flow.Rate: 2L/Min,2026-09-20,Paint Sprayer
GRS-BLD-20038,BLD,COOPAIR,"190A Airless Paint Sprayer, DIY Paint Sprayer, Latex Paint Sprayer, Portable",190A,Standard,—,,648.0,60.0,1,mic,https://dandite.en.made-in-china.com/product/YTSUAjncurRg/China-190A-Airless-Paint-Sprayer-DIY-Paint-Sprayer-OEM-Latex-Paint-Sprayer-Portable-Airless-Paint-Machine.html,"Jiangsu Dandite Fluid Equipment Co., Ltd.",check,Qalabka rinjiga lagu buufiyo.,https://image.made-in-china.com/2f0j00mAibKMYhnEpR/190A-Airless-Paint-Sprayer-DIY-Paint-Sprayer-OEM-Latex-Paint-Sprayer-Portable-Airless-Paint-Machine.webp,82.0-90.0,pieces,Pressure Control: Adjustable Pressure | Warranty: 1 Years | Internet Traffic: 2.0L/Min | Maximum Nozzle: 621 | Package Size: 53.00cm * 41.00cm * 48.00cm | Package Gross Weight: 60.000kg,2026-09-20,Paint Sprayer
GRS-BLD-20039,BLD,Generic,"695airless Paint Sprayer, Plug-in Handheld Spraying Machine",CaNrSxpdEVRj,Standard,—,,1800.0,60.0,1,mic,https://dandite.en.made-in-china.com/product/CaNrSxpdEVRj/China-695airless-Paint-Sprayer-Plug-in-Handheld-Spraying-Machine.html,"Jiangsu Dandite Fluid Equipment Co., Ltd.",check,Qalabka rinjiga lagu buufiyo.,https://image.made-in-china.com/2f0j00nUuBhyVJnfzI/695airless-Paint-Sprayer-Plug-in-Handheld-Spraying-Machine.webp,200.0-250.0,pieces,,2026-09-20,Paint Sprayer
GRS-BLD-20040,BLD,coopair,"Model 450 Airless Paint Sprayer, Plug-in Electric Airless Sprayer, Plastering",450,Standard,—,,684.0,18.0,10,mic,https://dandite.en.made-in-china.com/product/ptYRFZIvhbUG/China-Model-450-Airless-Paint-Sprayer-Plug-in-Electric-Airless-Sprayer-Plastering-Machine-with-Spray-Gun.html,"Jiangsu Dandite Fluid Equipment Co., Ltd.",check,Qalabka rinjiga lagu buufiyo.,https://image.made-in-china.com/2f0j00IUMCuoRlVpgz/Model-450-Airless-Paint-Sprayer-Plug-in-Electric-Airless-Sprayer-Plastering-Machine-with-Spray-Gun.webp,90.0-95.0,pieces,Warranty: 1years | Internet Traffic: 2.3L/Min | Max Nozzle: 623 | Max Hose: 100m | Motor Power: 1600W | Package Size: 50.00cm * 42.00cm * 49.00cm,2026-09-20,Paint Sprayer
GRS-VEH-20001,VEH,Generic,Heavy Loading Capacity Zongshen 350cc Gasoline Motor 3 Wheel Cargo Tricycle,YOHA(Half shed),Standard,—,,11160.0,750.0,5,mic,https://kingstormtricycle.en.made-in-china.com/product/vYzrZkborKWp/China-Heavy-Loading-Capacity-Zongshen-350cc-Gasoline-Motor-3-Wheel-Cargo-Tricycle-with-Smooth-and-Reliable-Power-Semi-Cabin-High-Performance-Tricycle.html,"Chongqing Kingstorm Mechanical and Electrical Co., Ltd",check,Mooto saddex lugood ah oo xamuul qaada.,https://image.made-in-china.com/2f0j00MJYeujzCbUbE/Heavy-Loading-Capacity-Zongshen-350cc-Gasoline-Motor-3-Wheel-Cargo-Tricycle-with-Smooth-and-Reliable-Power-Semi-Cabin-High-Performance-Tricycle.webp,1250.0-1550.0,pieces,Usage: Cargo And Passenger | Power: Gasoline | Body Type: Open | Displacement: >250CC | Wheel Distance: 1040mm | Engine: 350cc,2026-09-20,Cargo Tricycle
GRS-VEH-20002,VEH,YOHA,Popular Model Zongshen 300cc 3-Wheeled Motorcycle Semi Cabin Water Cooling,KST250ZH-G,Standard,—,,16200.0,650.0,5,mic,https://kingstormtricycle.en.made-in-china.com/product/sRpYfiqUYyhr/China-Popular-Model-Zongshen-300cc-3-Wheeled-Motorcycle-Semi-Cabin-Water-Cooling-The-New-Tricycle-with-Improved-Fuel-Efficiency-3-Wheel-Motorcycle-Electric-Motorcycle.html,"Chongqing Kingstorm Mechanical and Electrical Co., Ltd",check,Mooto saddex lugood ah oo xamuul qaada.,https://image.made-in-china.com/2f0j00CAJMuQUgbtco/Popular-Model-Zongshen-300cc-3-Wheeled-Motorcycle-Semi-Cabin-Water-Cooling-The-New-Tricycle-with-Improved-Fuel-Efficiency-3-Wheel-Motorcycle-Electric-Motorcycle.webp,1900.0-2250.0,pieces,Usage: Cargo And Passenger | Power: Gasoline | Body Type: Closed | Displacement: >250CC | Wheel Distance: 1100mm | Driving Type: Motorized,2026-09-20,Cargo Tricycle
GRS-VEH-20003,VEH,Generic,Heavy Duty 3 Wheel Motorcycle Cargo Tricycle with Driver Cabin Lifan 300cc,YOHA(Cabin),Standard,—,,15480.0,75.0,5,mic,https://kingstormtricycle.en.made-in-china.com/product/yYLrwveUfShR/China-Heavy-Duty-3-Wheel-Motorcycle-Cargo-Tricycle-with-Driver-Cabin-Lifan-300cc-Gasoline-Steering-Wheel-Electric-Motorcycle-for-Adults-Weather-Resistant-All-Day-Use.html,"Chongqing Kingstorm Mechanical and Electrical Co., Ltd",check,Mooto saddex lugood ah oo xamuul qaada.,https://image.made-in-china.com/2f0j00HJfvrAuCbUbR/Heavy-Duty-3-Wheel-Motorcycle-Cargo-Tricycle-with-Driver-Cabin-Lifan-300cc-Gasoline-Steering-Wheel-Electric-Motorcycle-for-Adults-Weather-Resistant-All-Day-Use.webp,1950.0-2150.0,pieces,Usage: Cargo | Power: Gasoline | Body Type: Open | Displacement: >250CC | Wheel Distance: 1100mm | OEM: Support,2026-09-20,Cargo Tricycle
GRS-VEH-20004,VEH,Generic,Commercial Grade Zongshen Lifan 250cc Motor Tricycle Gasoline Heavy Loading,HS250,Standard,—,,11160.0,350,5,mic,https://kingstormtricycle.en.made-in-china.com/product/drLUNGiYZBVb/China-Commercial-Grade-Zongshen-Lifan-250cc-Motor-Tricycle-Gasoline-Heavy-Loading-Cargo-3-Wheel-Tricycle-Cheap-Motorcycle-Tricycle-Taxi-Tuk-for-Urban-Delivery.html,"Chongqing Kingstorm Mechanical and Electrical Co., Ltd",check,Mooto saddex lugood ah oo xamuul qaada.,https://image.made-in-china.com/2f0j00KdmvGHbBMEoc/Commercial-Grade-Zongshen-Lifan-250cc-Motor-Tricycle-Gasoline-Heavy-Loading-Cargo-3-Wheel-Tricycle-Cheap-Motorcycle-Tricycle-Taxi-Tuk-for-Urban-Delivery.webp,1250.0-1550.0,pieces,Usage: Cargo And Passenger | Power: Gasoline | Body Type: Closed | Displacement: >250CC | Wheel Distance: 1100mm | Type: 5 Wheel Optional,2026-09-20,Cargo Tricycle
GRS-VEH-20005,VEH,Generic,Professional Grade Easy Maintenance Zongshen 350cc Tricycle Semi Cabin Cargo,LIXUE,Standard,—,,14040.0,750.0,5,mic,https://kingstormtricycle.en.made-in-china.com/product/GRupvXLEOBcY/China-Professional-Grade-Easy-Maintenance-Zongshen-350cc-Tricycle-Semi-Cabin-Cargo-Tricycle-for-Farm-Delivery-3-Wheel-Electric-Tricycle-Pickup-Truck-Tricycle.html,"Chongqing Kingstorm Mechanical and Electrical Co., Ltd",check,Mooto saddex lugood ah oo xamuul qaada.,https://image.made-in-china.com/2f0j00PJvMQCpFrTkK/Professional-Grade-Easy-Maintenance-Zongshen-350cc-Tricycle-Semi-Cabin-Cargo-Tricycle-for-Farm-Delivery-3-Wheel-Electric-Tricycle-Pickup-Truck-Tricycle.webp,1500.0-1950.0,pieces,Usage: Cargo And Passenger | Power: Gasoline | Body Type: Closed | Displacement: >250CC | Wheel Distance: 1100mm | OEM: Support,2026-09-20,Cargo Tricycle
GRS-VEH-20006,VEH,Generic,High End Taxi 3 Wheel Auto Rickshaw Adults Passenger Bajaj Electric Closed,L-P03,Standard,—,,7560.0,290.0,35,mic,https://lilongtricycle.en.made-in-china.com/product/VxprWYATmwRG/China-High-End-Taxi-3-Wheel-Auto-Rickshaw-Adults-Passenger-Bajaj-Electric-Closed-Tricycle-with-Intelligent-Control.html,"Xuzhou Lilong Locomotive Co., Ltd.",check,Bajaj rakaab — ganacsi taksi.,https://image.made-in-china.com/2f0j00jMOobRlqrNrG/High-End-Taxi-3-Wheel-Auto-Rickshaw-Adults-Passenger-Bajaj-Electric-Closed-Tricycle-with-Intelligent-Control.webp,950.0-1050.0,sets,Certification: ISO9001:2015 | Usage: Passenger | Body Type: Open | Battery: Lead-Acid Battery | Driving Type: Adult | Motor: 60/72V 1500W/3000W,2026-09-20,Passenger Tricycle Bajaj
GRS-VEH-20007,VEH,Generic,Passenger Motor Tricycle 150cc/200cc Bajaj Cargo Tricycle,npUrbxovsscE,Standard,—,,16560.0,25.0,1,mic,https://kingstormtricycle.en.made-in-china.com/product/npUrbxovsscE/China-Passenger-Motor-Tricycle-150cc-200cc-Bajaj-Cargo-Tricycle.html,"Chongqing Kingstorm Mechanical and Electrical Co., Ltd",check,Bajaj rakaab — ganacsi taksi.,https://image.made-in-china.com/2f0j00mJpeTSOhyGkK/Passenger-Motor-Tricycle-150cc-200cc-Bajaj-Cargo-Tricycle.webp,1700.0-2300.0,piece,,2026-09-20,Passenger Tricycle Bajaj
GRS-VEH-20008,VEH,Sandi,Affordable Electric Tricycle Passenger Bajaj Style Trike for Made Commercial,SD7500-KKDZK-2,Standard,—,,25920.0,380,20,mic,https://sdvehicle.en.made-in-china.com/product/LpAUKmPJTqWR/China-Affordable-Electric-Tricycle-Passenger-Bajaj-Style-Trike-for-China-Made-Commercial-Use.html,"Langfang Sandi Electric Tricycle Co., Ltd.",check,Bajaj rakaab — ganacsi taksi.,https://image.made-in-china.com/2f0j00aZTvDHQlhjbd/Affordable-Electric-Tricycle-Passenger-Bajaj-Style-Trike-for-China-Made-Commercial-Use.webp,3580.0-3600.0,unit,"Certification: ISO 9001:2000, ISO 9001:2008, CCC | Usage: Passenger, EEC | Body Type: Open | Wheel Distance: 2610mm | Battery: Lithium-Ion Battery | Driving Type: Adult",2026-09-20,Passenger Tricycle Bajaj
GRS-VEH-20009,VEH,MZ,New Design Tvs Bajaj Electric Passenger Tricycle Tuktuk with 3000W Motor,2026070901,Standard,—,,8640.0,120.0,1,mic,https://mzhardware.en.made-in-china.com/product/pamRkQVcmKUt/China-2026-New-Design-Tvs-Bajaj-Electric-Passenger-Tricycle-Tuktuk-with-3000W-Motor.html,"QINGDAO ZONGYU INDUSTRY AND TRADE CO., LTD.",check,Bajaj rakaab — ganacsi taksi.,https://image.made-in-china.com/2f0j00IuACkKTdrQgJ/2026-New-Design-Tvs-Bajaj-Electric-Passenger-Tricycle-Tuktuk-with-3000W-Motor.webp,1000.0-1200.0,pieces,"Certification: RoHS, CE, CCC | Usage: Cargo | Body Type: Tricycle / Three-Wheel | Wheel Distance: All Size | Battery: Lithium-Ion Battery | Driving Type: Adult",2026-09-20,Passenger Tricycle Bajaj
GRS-VEH-20010,VEH,Generic,New Bajaj Motorcycle Taxi Tuk Tuk Electric Passenger Tricycle for Adult,lwnaeiETaKcH,Standard,—,,4680.0,380,10,mic,https://qsdev688.en.made-in-china.com/product/lwnaeiETaKcH/China-New-Bajaj-Motorcycle-Taxi-Tuk-Tuk-Electric-Passenger-Tricycle-for-Adult.html,"Xianghe Qiangsheng Electric Vehicle Manufacturing Co., Ltd.",check,Bajaj rakaab — ganacsi taksi.,https://image.made-in-china.com/2f0j00wOTlhkFJPKcV/New-Bajaj-Motorcycle-Taxi-Tuk-Tuk-Electric-Passenger-Tricycle-for-Adult.webp,600.0-650.0,pieces,,2026-09-20,Passenger Tricycle Bajaj
GRS-VEH-20011,VEH,Champ,Gas Used Motorcycles 125cc 150cc 250cc Motorcycle Bike Motorbikes Sport,CP150-23,Standard,—,,5760.0,120,21,mic,https://cqcmmt.en.made-in-china.com/product/ytdRVIXclUhN/China-Gas-Used-Motorcycles-125cc-150cc-250cc-Motorcycle-Bike-Motorbikes-Sport-Gasoline-Scooter-Electric-Motorcycle-Street-Motorcycle.html,"Chongqing Charming Motorcycle Manufacture Co., Ltd.",check,Mooto 150cc.,https://image.made-in-china.com/2f0j00ZpCeHRAIrDcs/Gas-Used-Motorcycles-125cc-150cc-250cc-Motorcycle-Bike-Motorbikes-Sport-Gasoline-Scooter-Electric-Motorcycle-Street-Motorcycle.webp,750.0-800.0,pieces,Type: Pocket Bike | Displacement: 140cc | Engine Type: 4-Stroke | Fuel: Gas / Diesel | Engine Size: <250cc | Braking Mode: Front and Rear Disc Brakes,2026-09-20,Motorcycle 150cc
GRS-VEH-20012,VEH,Champ,4 Stroke 125 Cc 150cc Used Gasoline Gas Scooter Moped Street Motorcycle Dirt,CM70,Standard,—,,2872.8,120,21,mic,https://cqcmmt.en.made-in-china.com/product/oGZUmbvKnrkW/China-Wholesale-4-Stroke-125-Cc-150cc-Used-Gasoline-Gas-Scooter-Moped-Street-Motorcycle-Dirt-Bike-Motorbike-Motorcycle.html,"Chongqing Charming Motorcycle Manufacture Co., Ltd.",check,Mooto 150cc.,https://image.made-in-china.com/2f0j00KGtMByLCrvkV/Wholesale-4-Stroke-125-Cc-150cc-Used-Gasoline-Gas-Scooter-Moped-Street-Motorcycle-Dirt-Bike-Motorbike-Motorcycle.webp,299.0-399.0,pieces,Type: Straddle | Displacement: 51-125CC | Engine Type: 4-Stroke | Fuel: Gas / Diesel | Engine Size: 125cc | Braking Mode: Front and Brake Drum,2026-09-20,Motorcycle 150cc
